# Curve 5 of 7, 500 points
# Curve title: "f6(x)"
# x y type
-3  0  i
-2.98798  0  i
-2.97595  0  i
-2.96393  0  i
-2.9519  0  i
-2.93988  0  i
-2.92786  0  i
-2.91583  0  i
-2.90381  0  i
-2.89178  0  i
-2.87976  0  i
-2.86774  0  i
-2.85571  0  i
-2.84369  0  i
-2.83166  0  i
-2.81964  0  i
-2.80762  0  i
-2.79559  0  i
-2.78357  0  i
-2.77154  0  i
-2.75952  0  i
-2.74749  0  i
-2.73547  0  i
-2.72345  0  i
-2.71142  0  i
-2.6994  0  i
-2.68737  0  i
-2.67535  0  i
-2.66333  0  i
-2.6513  0  i
-2.63928  0  i
-2.62725  0  i
-2.61523  0  i
-2.60321  0  i
-2.59118  0  i
-2.57916  0  i
-2.56713  0  i
-2.55511  0  i
-2.54309  0  i
-2.53106  0  i
-2.51904  0  i
-2.50701  0  i
# Curve 0 of 7, 500 points
# Curve title: "f1(x)"
# x y type
-2.49499  2.51003e-05  i
-2.48297  0.000290159  i
-2.47094  0.000844374  i
-2.45892  0.00168774  i
-2.44689  0.00282027  i
-2.43487  0.00424195  i
-2.42285  0.00595279  i
-2.41082  0.00795278  i
-2.3988  0.0102419  i
-2.38677  0.0128202  i
-2.37475  0.0156877  i
-2.36273  0.0188443  i
-2.3507  0.0222901  i
-2.33868  0.026025  i
-2.32665  0.0300491  i
-2.31463  0.0343623  i
-2.30261  0.0389647  i
-2.29058  0.0438562  i
-2.27856  0.049037  i
-2.26653  0.0545068  i
-2.25451  0.0602658  i
-2.24248  0.066314  i
-2.23046  0.0726513  i
-2.21844  0.0792778  i
-2.20641  0.0861934  i
-2.19439  0.0933982  i
-2.18236  0.100892  i
-2.17034  0.108675  i
-2.15832  0.116748  i
-2.14629  0.125109  i
-2.13427  0.13376  i
-2.12224  0.142699  i
-2.11022  0.151928  i
-2.0982  0.161446  i
-2.08617  0.171253  i
-2.07415  0.18135  i
-2.06212  0.191735  i
-2.0501  0.20241  i
-2.03808  0.213374  i
-2.02605  0.224627  i
-2.01403  0.236169  i
-2.002  0.248  i
# Curve 1 of 7, 500 points
# Curve title: "f2(x)"
# x y type
-1.98998  0.25992  i
-1.97796  0.271558  i
-1.96593  0.282907  i
-1.95391  0.293968  i
-1.94188  0.304739  i
-1.92986  0.315221  i
-1.91784  0.325413  i
-1.90581  0.335317  i
-1.89379  0.344931  i
-1.88176  0.354257  i
-1.86974  0.363293  i
-1.85772  0.37204  i
-1.84569  0.380497  i
-1.83367  0.388666  i
-1.82164  0.396546  i
-1.80962  0.404136  i
-1.7976  0.411437  i
-1.78557  0.418449  i
-1.77355  0.425172  i
-1.76152  0.431606  i
-1.7495  0.43775  i
-1.73747  0.443606  i
-1.72545  0.449172  i
-1.71343  0.454449  i
-1.7014  0.459437  i
-1.68938  0.464136  i
-1.67735  0.468545  i
-1.66533  0.472666  i
-1.65331  0.476497  i
-1.64128  0.480039  i
-1.62926  0.483292  i
-1.61723  0.486256  i
-1.60521  0.488931  i
-1.59319  0.491316  i
-1.58116  0.493413  i
-1.56914  0.49522  i
-1.55711  0.496738  i
-1.54509  0.497967  i
-1.53307  0.498907  i
-1.52104  0.499557  i
-1.50902  0.499919  i
# Curve 2 of 7, 500 points
# Curve title: "f3(x)"
# x y type
-1.49699  0.5  i
-1.48497  0.5  i
-1.47295  0.5  i
-1.46092  0.5  i
-1.4489  0.5  i
-1.43687  0.5  i
-1.42485  0.5  i
-1.41283  0.5  i
-1.4008  0.5  i
-1.38878  0.5  i
-1.37675  0.5  i
-1.36473  0.5  i
-1.35271  0.5  i
-1.34068  0.5  i
-1.32866  0.5  i
-1.31663  0.5  i
-1.30461  0.5  i
-1.29259  0.5  i
-1.28056  0.5  i
-1.26854  0.5  i
-1.25651  0.5  i
-1.24449  0.5  i
-1.23246  0.5  i
-1.22044  0.5  i
-1.20842  0.5  i
-1.19639  0.5  i
-1.18437  0.5  i
-1.17234  0.5  i
-1.16032  0.5  i
-1.1483  0.5  i
-1.13627  0.5  i
-1.12425  0.5  i
-1.11222  0.5  i
-1.1002  0.5  i
-1.08818  0.5  i
-1.07615  0.5  i
-1.06413  0.5  i
-1.0521  0.5  i
-1.04008  0.5  i
-1.02806  0.5  i
-1.01603  0.5  i
-1.00401  0.5  i
-0.991984  0.5  i
-0.97996  0.5  i
-0.967936  0.5  i
-0.955912  0.5  i
-0.943888  0.5  i
-0.931864  0.5  i
-0.91984  0.5  i
-0.907816  0.5  i
-0.895792  0.5  i
-0.883768  0.5  i
-0.871743  0.5  i
-0.859719  0.5  i
-0.847695  0.5  i
-0.835671  0.5  i
-0.823647  0.5  i
-0.811623  0.5  i
-0.799599  0.5  i
-0.787575  0.5  i
-0.775551  0.5  i
-0.763527  0.5  i
-0.751503  0.5  i
-0.739479  0.5  i
-0.727455  0.5  i
-0.715431  0.5  i
-0.703407  0.5  i
-0.691383  0.5  i
-0.679359  0.5  i
-0.667335  0.5  i
-0.655311  0.5  i
-0.643287  0.5  i
-0.631263  0.5  i
-0.619238  0.5  i
-0.607214  0.5  i
-0.59519  0.5  i
-0.583166  0.5  i
-0.571142  0.5  i
-0.559118  0.5  i
-0.547094  0.5  i
-0.53507  0.5  i
-0.523046  0.5  i
-0.511022  0.5  i
-0.498998  0.5  i
-0.486974  0.5  i
-0.47495  0.5  i
-0.462926  0.5  i
-0.450902  0.5  i
-0.438878  0.5  i
-0.426854  0.5  i
-0.41483  0.5  i
-0.402806  0.5  i
-0.390782  0.5  i
-0.378758  0.5  i
-0.366733  0.5  i
-0.354709  0.5  i
-0.342685  0.5  i
-0.330661  0.5  i
-0.318637  0.5  i
-0.306613  0.5  i
-0.294589  0.5  i
-0.282565  0.5  i
-0.270541  0.5  i
-0.258517  0.5  i
-0.246493  0.5  i
-0.234469  0.5  i
-0.222445  0.5  i
-0.210421  0.5  i
-0.198397  0.5  i
-0.186373  0.5  i
-0.174349  0.5  i
-0.162325  0.5  i
-0.150301  0.5  i
-0.138277  0.5  i
-0.126253  0.5  i
-0.114228  0.5  i
-0.102204  0.5  i
-0.0901804  0.5  i
-0.0781563  0.5  i
-0.0661323  0.5  i
-0.0541082  0.5  i
-0.0420842  0.5  i
-0.0300601  0.5  i
-0.0180361  0.5  i
-0.00601202  0.5  i
 0.00601202  0.5  i
 0.0180361  0.5  i
 0.0300601  0.5  i
 0.0420842  0.5  i
 0.0541082  0.5  i
 0.0661323  0.5  i
 0.0781563  0.5  i
 0.0901804  0.5  i
 0.102204  0.5  i
 0.114228  0.5  i
 0.126253  0.5  i
 0.138277  0.5  i
 0.150301  0.5  i
 0.162325  0.5  i
 0.174349  0.5  i
 0.186373  0.5  i
 0.198397  0.5  i
 0.210421  0.5  i
 0.222445  0.5  i
 0.234469  0.5  i
 0.246493  0.5  i
 0.258517  0.5  i
 0.270541  0.5  i
 0.282565  0.5  i
 0.294589  0.5  i
 0.306613  0.5  i
 0.318637  0.5  i
 0.330661  0.5  i
 0.342685  0.5  i
 0.354709  0.5  i
 0.366733  0.5  i
 0.378758  0.5  i
 0.390782  0.5  i
 0.402806  0.5  i
 0.41483  0.5  i
 0.426854  0.5  i
 0.438878  0.5  i
 0.450902  0.5  i
 0.462926  0.5  i
 0.47495  0.5  i
 0.486974  0.5  i
 0.498998  0.5  i
 0.511022  0.5  i
 0.523046  0.5  i
 0.53507  0.5  i
 0.547094  0.5  i
 0.559118  0.5  i
 0.571142  0.5  i
 0.583166  0.5  i
 0.59519  0.5  i
 0.607214  0.5  i
 0.619238  0.5  i
 0.631263  0.5  i
 0.643287  0.5  i
 0.655311  0.5  i
 0.667335  0.5  i
 0.679359  0.5  i
 0.691383  0.5  i
 0.703407  0.5  i
 0.715431  0.5  i
 0.727455  0.5  i
 0.739479  0.5  i
 0.751503  0.5  i
 0.763527  0.5  i
 0.775551  0.5  i
 0.787575  0.5  i
 0.799599  0.5  i
 0.811623  0.5  i
 0.823647  0.5  i
 0.835671  0.5  i
 0.847695  0.5  i
 0.859719  0.5  i
 0.871743  0.5  i
 0.883768  0.5  i
 0.895792  0.5  i
 0.907816  0.5  i
 0.91984  0.5  i
 0.931864  0.5  i
 0.943888  0.5  i
 0.955912  0.5  i
 0.967936  0.5  i
 0.97996  0.5  i
 0.991984  0.5  i
