# Curve 5 of 7, 500 points
# Curve title: "f6(x)"
# x y type
 1.00401  0.5  i
 1.01603  0.5  i
 1.02806  0.5  i
 1.04008  0.5  i
 1.0521  0.5  i
 1.06413  0.5  i
 1.07615  0.5  i
 1.08818  0.5  i
 1.1002  0.5  i
 1.11222  0.5  i
 1.12425  0.5  i
 1.13627  0.5  i
 1.1483  0.5  i
 1.16032  0.5  i
 1.17234  0.5  i
 1.18437  0.5  i
 1.19639  0.5  i
 1.20842  0.5  i
 1.22044  0.5  i
 1.23246  0.5  i
 1.24449  0.5  i
 1.25651  0.5  i
 1.26854  0.5  i
 1.28056  0.5  i
 1.29259  0.5  i
 1.30461  0.5  i
 1.31663  0.5  i
 1.32866  0.5  i
 1.34068  0.5  i
 1.35271  0.5  i
 1.36473  0.5  i
 1.37675  0.5  i
 1.38878  0.5  i
 1.4008  0.5  i
 1.41283  0.5  i
 1.42485  0.5  i
 1.43687  0.5  i
 1.4489  0.5  i
 1.46092  0.5  i
 1.47295  0.5  i
 1.48497  0.5  i
 1.49699  0.5  i
# Curve 3 of 7, 500 points
# Curve title: "f4(x)"
# x y type
 1.50902  0.500081  i
 1.52104  0.500443  i
 1.53307  0.501093  i
 1.54509  0.502033  i
 1.55711  0.503262  i
 1.56914  0.50478  i
 1.58116  0.506587  i
 1.59319  0.508684  i
 1.60521  0.511069  i
 1.61723  0.513744  i
 1.62926  0.516708  i
 1.64128  0.519961  i
 1.65331  0.523503  i
 1.66533  0.527334  i
 1.67735  0.531455  i
 1.68938  0.535864  i
 1.7014  0.540563  i
 1.71343  0.545551  i
 1.72545  0.550828  i
 1.73747  0.556394  i
 1.7495  0.56225  i
 1.76152  0.568394  i
 1.77355  0.574828  i
 1.78557  0.581551  i
 1.7976  0.588563  i
 1.80962  0.595864  i
 1.82164  0.603454  i
 1.83367  0.611334  i
 1.84569  0.619503  i
 1.85772  0.62796  i
 1.86974  0.636707  i
 1.88176  0.645743  i
 1.89379  0.655069  i
 1.90581  0.664683  i
 1.91784  0.674587  i
 1.92986  0.684779  i
 1.94188  0.695261  i
 1.95391  0.706032  i
 1.96593  0.717093  i
 1.97796  0.728442  i
 1.98998  0.74008  i
# Curve 4 of 7, 500 points
# Curve title: "f5(x)"
# x y type
 2.002  0.752  i
 2.01403  0.763831  i
 2.02605  0.775373  i
 2.03808  0.786626  i
 2.0501  0.79759  i
 2.06212  0.808265  i
 2.07415  0.81865  i
 2.08617  0.828747  i
 2.0982  0.838554  i
 2.11022  0.848072  i
 2.12224  0.857301  i
 2.13427  0.86624  i
 2.14629  0.874891  i
 2.15832  0.883252  i
 2.17034  0.891325  i
 2.18236  0.899108  i
 2.19439  0.906602  i
 2.20641  0.913807  i
 2.21844  0.920722  i
 2.23046  0.927349  i
 2.24248  0.933686  i
 2.25451  0.939734  i
 2.26653  0.945493  i
 2.27856  0.950963  i
 2.29058  0.956144  i
 2.30261  0.961035  i
 2.31463  0.965638  i
 2.32665  0.969951  i
 2.33868  0.973975  i
 2.3507  0.97771  i
 2.36273  0.981156  i
 2.37475  0.984312  i
 2.38677  0.98718  i
 2.3988  0.989758  i
 2.41082  0.992047  i
 2.42285  0.994047  i
 2.43487  0.995758  i
 2.44689  0.99718  i
 2.45892  0.998312  i
 2.47094  0.999156  i
 2.48297  0.99971  i
 2.49499  0.999975  i
# Curve 6 of 7, 500 points
# Curve title: "f7(x)"
# x y type
 2.50701  1  i
 2.51904  1  i
 2.53106  1  i
 2.54309  1  i
 2.55511  1  i
 2.56713  1  i
 2.57916  1  i
 2.59118  1  i
 2.60321  1  i
 2.61523  1  i
 2.62725  1  i
 2.63928  1  i
 2.6513  1  i
 2.66333  1  i
 2.67535  1  i
 2.68737  1  i
 2.6994  1  i
 2.71142  1  i
 2.72345  1  i
 2.73547  1  i
 2.74749  1  i
 2.75952  1  i
 2.77154  1  i
 2.78357  1  i
 2.79559  1  i
 2.80762  1  i
 2.81964  1  i
 2.83166  1  i
 2.84369  1  i
 2.85571  1  i
 2.86774  1  i
 2.87976  1  i
 2.89178  1  i
 2.90381  1  i
 2.91583  1  i
 2.92786  1  i
 2.93988  1  i
 2.9519  1  i
 2.96393  1  i
 2.97595  1  i
 2.98798  1  i
 3  1  i
