0.0025	2.6084
0.0075	1.6388
0.0125	1.3808
0.0175	1.318
0.0225	1.23
0.0275	1.1308
0.0325	1.0912
0.0375	1.0432
0.0425	1.0092
0.0475	0.9856
0.0525	0.9624
0.0575	0.8924
0.0625	0.9228
0.0675	0.9272
0.0725	0.8708
0.0775	0.8684
0.0825	0.87
0.0875	0.852
0.0925	0.8476
0.0975	0.8176
0.1025	0.8304
0.1075	0.8104
0.1125	0.786
0.1175	0.8076
0.1225	0.788
0.1275	0.8124
0.1325	0.7784
0.1375	0.7432
0.1425	0.7996
0.1475	0.7728
0.1525	0.7812
0.1575	0.7768
0.1625	0.7756
0.1675	0.7484
0.1725	0.7408
0.1775	0.7424
0.1825	0.7448
0.1875	0.7408
0.1925	0.6896
0.1975	0.7256
0.2025	0.7372
0.2075	0.7184
0.2125	0.7464
0.2175	0.7416
0.2225	0.764
0.2275	0.7112
0.2325	0.7196
0.2375	0.7068
0.2425	0.726
0.2475	0.6992
0.2525	0.7088
0.2575	0.6916
0.2625	0.726
0.2675	0.7084
0.2725	0.7044
0.2775	0.6996
0.2825	0.6916
0.2875	0.7244
0.2925	0.6984
0.2975	0.6872
0.3025	0.6788
0.3075	0.7132
0.3125	0.6924
0.3175	0.6992
0.3225	0.6684
0.3275	0.6904
0.3325	0.702
0.3375	0.7264
0.3425	0.7056
0.3475	0.728
0.3525	0.716
0.3575	0.7308
0.3625	0.6712
0.3675	0.7052
0.3725	0.6956
0.3775	0.7364
0.3825	0.72
0.3875	0.708
0.3925	0.7256
0.3975	0.7176
0.4025	0.7068
0.4075	0.6992
0.4125	0.6648
0.4175	0.6916
0.4225	0.7168
0.4275	0.7264
0.4325	0.6992
0.4375	0.6984
0.4425	0.724
0.4475	0.7048
0.4525	0.7408
0.4575	0.6844
0.4625	0.7284
0.4675	0.7164
0.4725	0.736
0.4775	0.7164
0.4825	0.7568
0.4875	0.7284
0.4925	0.7332
0.4975	0.7228
0.5025	0.7336
0.5075	0.7416
0.5125	0.7268
0.5175	0.7532
0.5225	0.6928
0.5275	0.7328
0.5325	0.746
0.5375	0.7236
0.5425	0.7584
0.5475	0.7248
0.5525	0.7452
0.5575	0.7244
0.5625	0.7524
0.5675	0.7488
0.5725	0.7568
0.5775	0.7684
0.5825	0.7556
0.5875	0.7948
0.5925	0.7808
0.5975	0.8216
0.6025	0.786
0.6075	0.8016
0.6125	0.8324
0.6175	0.7628
0.6225	0.7936
0.6275	0.834
0.6325	0.7964
0.6375	0.8156
0.6425	0.7752
0.6475	0.8264
0.6525	0.8192
0.6575	0.8204
0.6625	0.8352
0.6675	0.8232
0.6725	0.8328
0.6775	0.8688
0.6825	0.8196
0.6875	0.8072
0.6925	0.8148
0.6975	0.8644
0.7025	0.8652
0.7075	0.8644
0.7125	0.8828
0.7175	0.8832
0.7225	0.8832
0.7275	0.9208
0.7325	0.9092
0.7375	0.9424
0.7425	0.9276
0.7475	0.916
0.7525	0.9332
0.7575	0.9564
0.7625	0.9852
0.7675	0.9556
0.7725	0.9744
0.7775	0.9728
0.7825	0.9836
0.7875	0.9872
0.7925	0.9984
0.7975	0.9948
0.8025	1.0192
0.8075	1.0252
0.8125	1.0496
0.8175	1.0604
0.8225	1.1044
0.8275	1.0588
0.8325	1.11
0.8375	1.1204
0.8425	1.1136
0.8475	1.13
0.8525	1.1344
0.8575	1.2252
0.8625	1.1512
0.8675	1.2768
0.8725	1.1932
0.8775	1.2068
0.8825	1.2616
0.8875	1.2776
0.8925	1.314
0.8975	1.3356
0.9025	1.3508
0.9075	1.4228
0.9125	1.4484
0.9175	1.4472
0.9225	1.5568
0.9275	1.6212
0.9325	1.6296
0.9375	1.6724
0.9425	1.714
0.9475	1.7832
0.9525	1.9056
0.9575	1.9508
0.9625	2.0204
0.9675	2.2176
0.9725	2.3988
0.9775	2.5468
0.9825	2.8724
0.9875	3.2612
0.9925	4.1204
0.9975	7.444
